timestamp,demand_mw,renewable_generation_mw,solar_mw,wind_mw,battery_power_mw,soc_percent,soh_percent,cycle_count,frequency_hz,voltage_kv,price_usd_mwh,battery_temperature_c,peak_period,load_spike,instability_event,net_load_mw
2026-01-01T16:45:00,645.88,105.179,25.887,79.292,0,58.0,99.152,22.0,59.8467,13.7152,135.872,28.024,0,0,0,540.702
2026-01-01T17:00:00,646.774,92.263,13.795,78.468,120,50.278,99.152,22.036,59.9687,13.6379,177.187,32.658,1,0,0,434.51
2026-01-01T17:15:00,672.786,103.284,10.64,92.644,120,42.556,99.151,22.071,59.9917,13.7154,180.856,32.12,1,0,0,449.501
2026-01-01T17:30:00,659.681,80.454,4.0,76.454,120,34.834,99.151,22.107,59.9383,13.8155,183.546,33.704,1,0,0,459.228
2026-01-01T17:45:00,759.938,57.188,1.558,55.63,120,27.112,99.151,22.143,59.6841,12.8654,198.894,36.003,1,1,1,582.75
2026-01-01T18:00:00,669.236,71.128,0.0,71.128,120,19.39,99.151,22.179,59.9145,13.8184,188.705,34.741,1,0,0,478.108
2026-01-01T18:15:00,676.9,41.067,0.0,41.067,120,11.668,99.151,22.214,59.8681,13.6577,188.117,33.43,1,0,0,515.833
2026-01-01T18:30:00,666.188,96.276,0.0,96.276,120,8,99.151,22.25,59.964,13.7893,183.168,33.357,1,0,0,449.912
2026-01-01T18:45:00,780.633,79.012,0.0,79.012,0,8,99.151,22.25,59.8761,12.53,203.548,27.772,1,1,1,701.621
2026-01-01T19:00:00,652.416,32.073,0.0,32.073,0,8,99.151,22.25,59.7926,13.4951,184.728,24.826,1,0,0,620.343
2026-01-01T19:15:00,685.294,55.701,0.0,55.701,0,8,99.151,22.25,59.7914,13.44,188.972,28.71,1,0,0,629.593
2026-01-01T19:30:00,643.228,49.474,0.0,49.474,0,8,99.151,22.25,59.8539,13.5212,183.239,27.018,1,0,0,593.753
2026-01-01T19:45:00,643.702,89.181,0.0,89.181,0,8,99.151,22.25,59.8955,13.568,169.072,25.771,1,0,0,554.52
2026-01-01T20:00:00,659.925,91.087,0.0,91.087,0,8,99.151,22.25,59.8345,13.5141,182.578,26.65,1,0,0,568.838
2026-01-01T20:15:00,635.782,95.009,0.0,95.009,0,8,99.151,22.25,59.8752,13.554,177.581,26.233,1,0,0,540.773
2026-01-01T20:30:00,620.222,64.013,0.0,64.013,0,8,99.151,22.25,59.8494,13.5963,173.407,29.612,1,0,0,556.21
2026-01-01T20:45:00,590.213,68.724,0.0,68.724,0,8,99.151,22.25,59.8753,13.5639,167.525,28.411,1,0,0,521.489
2026-01-01T21:00:00,555.141,78.049,0.0,78.049,0,8,99.151,22.25,59.9242,13.6633,171.653,29.045,1,0,0,477.092
2026-01-01T21:15:00,559.991,86.393,0.0,86.393,0,8,99.151,22.25,59.9626,13.7468,131.048,26.363,0,0,0,473.598
2026-01-01T21:30:00,564.92,73.372,0.0,73.372,0,8,99.151,22.25,59.9054,13.6487,133.446,26.898,0,0,0,491.548
2026-01-01T21:45:00,526.299,96.894,0.0,96.894,0,8,99.151,22.25,59.9946,13.7344,120.323,25.897,0,0,0,429.404
2026-01-01T22:00:00,547.389,117.803,0.0,117.803,0,8,99.151,22.25,59.9588,13.7457,117.061,27.041,0,0,0,429.585
2026-01-01T22:15:00,524.947,97.63,0.0,97.63,0,8,99.151,22.25,59.98,13.8364,117.23,25.645,0,0,0,427.317
2026-01-01T22:30:00,533.71,74.533,0.0,74.533,0,8,99.151,22.25,59.9706,13.7049,120.824,25.253,0,0,0,459.177
2026-01-01T22:45:00,506.61,107.538,0.0,107.538,0,8,99.151,22.25,59.973,13.8207,109.285,27.492,0,0,0,399.072
2026-01-01T23:00:00,517.004,100.43,0.0,100.43,0,8,99.151,22.25,59.9652,13.7041,113.738,28.435,0,0,0,416.574
2026-01-01T23:15:00,527.152,96.881,0.0,96.881,0,8,99.151,22.25,59.9809,13.7584,119.928,24.772,0,0,0,430.271
2026-01-01T23:30:00,561.518,80.998,0.0,80.998,0,8,99.151,22.25,59.9451,13.6442,133.113,27.904,0,0,0,480.52
2026-01-01T23:45:00,513.345,112.237,0.0,112.237,0,8,99.151,22.25,59.9762,13.787,112.615,27.437,0,0,0,401.108
2026-01-02T00:00:00,503.679,124.564,0.0,124.564,0,8,99.151,22.25,60.0302,13.8705,110.75,29.426,0,0,0,379.115
2026-01-02T00:15:00,499.39,121.813,0.0,121.813,0,8,99.151,22.25,60.0036,13.8485,108.933,26.421,0,0,0,377.577
2026-01-02T00:30:00,487.711,104.456,0.0,104.456,0,8,99.151,22.25,60.0011,13.8286,112.223,28.029,0,0,0,383.255
2026-01-02T00:45:00,452.971,93.52,0.0,93.52,0,8,99.151,22.25,60.0094,13.8333,104.954,26.261,0,0,0,359.451
2026-01-02T01:00:00,517.882,131.461,0.0,131.461,0,8,99.151,22.25,59.9984,13.7942,109.941,28.919,0,0,0,386.421
2026-01-02T01:15:00,479.109,103.56,0.0,103.56,0,8,99.151,22.25,60.0421,13.7997,112.564,25.685,0,0,0,375.549
2026-01-02T01:30:00,476.622,134.825,0.0,134.825,0,8,99.151,22.25,60.0538,13.9087,101.667,28.752,0,0,0,341.796
2026-01-02T01:45:00,515.467,121.705,0.0,121.705,0,8,99.151,22.25,59.9729,13.8186,112.55,29.051,0,0,0,393.762
2026-01-02T02:00:00,491.95,135.169,0.0,135.169,0,8,99.151,22.25,60.0286,13.7407,113.979,26.544,0,0,0,356.781
2026-01-02T02:15:00,501.517,109.334,0.0,109.334,0,8,99.151,22.25,59.9941,13.7523,108.303,26.724,0,0,0,392.184
2026-01-02T02:30:00,513.547,85.04,0.0,85.04,0,8,99.151,22.25,59.9387,13.7196,127.335,27.358,0,0,0,428.506
2026-01-02T02:45:00,525.07,142.341,0.0,142.341,0,8,99.151,22.25,60.0292,13.8132,109.051,27.329,0,0,0,382.729
2026-01-02T03:00:00,525.967,151.961,0.0,151.961,0,8,99.151,22.25,60.0398,13.8234,106.162,25.408,0,0,0,374.006
2026-01-02T03:15:00,509.262,145.014,0.0,145.014,0,8,99.151,22.25,60.0473,13.8625,99.318,28.477,0,0,0,364.248
2026-01-02T03:30:00,531.573,115.667,0.0,115.667,0,8,99.151,22.25,59.975,13.8113,106.25,26.163,0,0,0,415.906
2026-01-02T03:45:00,526.087,154.266,0.0,154.266,0,8,99.151,22.25,60.0553,13.8529,105.534,25.847,0,0,0,371.82
2026-01-02T04:00:00,520.848,145.116,0.0,145.116,0,8,99.151,22.25,60.0316,13.8071,110.374,27.74,0,0,0,375.732
2026-01-02T04:15:00,510.466,125.208,0.0,125.208,0,8,99.151,22.25,60.0246,13.881,113.427,27.609,0,0,0,385.259
2026-01-02T04:30:00,541.367,128.554,0.0,128.554,0,8,99.151,22.25,59.988,13.7259,116.908,27.321,0,0,0,412.813
2026-01-02T04:45:00,490.136,129.447,0.0,129.447,0,8,99.151,22.25,60.0637,13.8801,97.28,26.936,0,0,0,360.689
2026-01-02T05:00:00,505.054,120.202,0.0,120.202,0,8,99.151,22.25,60.0047,13.7746,107.255,27.147,0,0,0,384.852
2026-01-02T05:15:00,534.141,125.59,0.0,125.59,0,8,99.151,22.25,59.9775,13.7752,114.653,28.538,0,0,0,408.551
2026-01-02T05:30:00,517.251,116.364,0.0,116.364,0,8,99.151,22.25,59.9813,13.7361,111.823,24.945,0,0,0,400.887
2026-01-02T05:45:00,545.127,140.46,0.0,140.46,0,8,99.151,22.25,60.0117,13.8197,110.867,27.329,0,0,0,404.667
2026-01-02T06:00:00,542.0,125.631,0.0,125.631,0,8,99.151,22.25,60.0103,13.8175,117.816,26.576,0,0,0,416.369
2026-01-02T06:15:00,535.951,107.94,1.422,106.518,0,8,99.151,22.25,59.961,13.6934,121.73,27.714,0,0,0,428.011
2026-01-02T06:30:00,555.733,66.879,4.668,62.212,0,8,99.151,22.25,59.9174,13.64,127.552,26.642,0,0,0,488.854
2026-01-02T06:45:00,579.227,106.74,10.549,96.191,0,8,99.151,22.25,59.9712,13.678,129.766,25.011,0,0,0,472.487
2026-01-02T07:00:00,575.106,125.878,19.482,106.396,0,8,99.151,22.25,59.9536,13.6892,122.585,27.69,0,0,0,449.228
2026-01-02T07:15:00,615.859,131.747,22.275,109.472,0,8,99.151,22.25,59.9578,13.6881,132.699,28.212,0,0,0,484.112
2026-01-02T07:30:00,576.071,150.476,35.885,114.591,0,8,99.151,22.25,59.9833,13.7691,119.476,25.596,0,0,0,425.594
2026-01-02T07:45:00,575.446,127.861,44.489,83.372,0,8,99.151,22.25,59.9552,13.8033,118.262,27.107,0,0,0,447.585
2026-01-02T08:00:00,584.442,157.979,49.703,108.275,0,8,99.151,22.25,60.0982,13.0475,118.157,26.709,0,0,1,426.463
2026-01-02T08:15:00,601.152,111.929,46.699,65.23,0,8,99.151,22.25,59.9394,13.7064,125.815,27.019,0,0,0,489.224
2026-01-02T08:30:00,576.81,151.801,65.814,85.987,0,8,99.151,22.25,59.9717,13.767,118.288,25.824,0,0,0,425.01
2026-01-02T08:45:00,583.973,173.479,70.372,103.107,0,8,99.151,22.25,60.0117,13.8806,107.277,28.609,0,0,0,410.494
2026-01-02T09:00:00,591.844,144.02,69.628,74.392,0,8,99.151,22.25,59.9914,13.7714,118.888,27.438,0,0,0,447.825
2026-01-02T09:15:00,600.443,231.818,107.968,123.85,0,8,99.151,22.25,60.0294,13.8058,105.775,26.862,0,0,0,368.625
2026-01-02T09:30:00,587.491,172.592,94.244,78.348,0,8,99.151,22.25,59.9877,13.7599,117.747,27.562,0,0,0,414.899
2026-01-02T09:45:00,577.821,193.303,124.409,68.894,0,8,99.151,22.25,59.9803,13.7199,107.745,24.935,0,0,0,384.518
2026-01-02T10:00:00,601.04,204.665,125.145,79.52,0,8,99.151,22.25,59.989,13.7827,108.508,25.558,0,0,0,396.375
2026-01-02T10:15:00,580.211,200.282,118.536,81.747,0,8,99.151,22.25,60.0374,13.8626,103.621,24.611,0,0,0,379.929
2026-01-02T10:30:00,547.161,158.547,104.344,54.204,0,8,99.151,22.25,60.019,13.8739,116.332,26.225,0,0,0,388.614
2026-01-02T10:45:00,596.624,247.732,177.401,70.332,0,8,99.151,22.25,60.0404,13.8666,106.469,26.949,0,0,0,348.892
2026-01-02T11:00:00,597.41,213.93,141.31,72.62,0,8,99.151,22.25,60.0182,13.7578,114.472,26.463,0,0,0,383.48
2026-01-02T11:15:00,566.803,221.539,162.769,58.77,0,8,99.151,22.25,60.0742,13.7887,101.841,27.548,0,0,0,345.264
2026-01-02T11:30:00,579.667,275.969,199.202,76.768,0,8,99.151,22.25,60.0769,13.9243,94.506,28.493,0,0,0,303.697
2026-01-02T11:45:00,593.085,227.259,146.008,81.251,0,8,99.151,22.25,60.0873,13.801,112.177,28.233,0,0,0,365.826
2026-01-02T12:00:00,595.389,200.277,117.223,83.054,0,8,99.151,22.25,59.9874,13.8717,109.567,29.52,0,0,0,395.113
2026-01-02T12:15:00,585.351,254.218,189.286,64.932,0,8,99.151,22.25,60.057,13.8484,96.626,26.934,0,0,0,331.132
2026-01-02T12:30:00,592.83,172.182,128.191,43.991,0,8,99.151,22.25,59.9549,13.7005,120.304,28.533,0,0,0,420.648
2026-01-02T12:45:00,592.978,267.634,200.406,67.228,0,8,99.151,22.25,60.0662,13.8799,95.428,25.823,0,0,0,325.344
2026-01-02T13:00:00,607.406,179.484,126.175,53.309,0,8,99.151,22.25,59.9476,13.7862,116.762,25.713,0,0,0,427.923
2026-01-02T13:15:00,565.486,181.807,122.475,59.332,0,8,99.151,22.25,60.0334,13.8411,104.631,25.634,0,0,0,383.679
2026-01-02T13:30:00,607.798,157.343,111.253,46.09,0,8,99.151,22.25,59.9366,13.7412,125.126,27.327,0,0,0,450.455
2026-01-02T13:45:00,617.177,247.319,165.466,81.854,0,8,99.151,22.25,60.0118,13.8716,112.327,26.518,0,0,0,369.858
2026-01-02T14:00:00,601.155,162.001,97.777,64.224,0,8,99.151,22.25,59.9698,13.7513,120.253,26.03,0,0,0,439.155
2026-01-02T14:15:00,565.542,179.976,116.788,63.187,0,8,99.151,22.25,60.0247,13.8254,104.892,25.415,0,0,0,385.566
2026-01-02T14:30:00,620.297,173.667,127.411,46.256,0,8,99.151,22.25,59.9622,13.7941,122.552,27.559,0,0,0,446.63
2026-01-02T14:45:00,633.253,173.029,102.313,70.715,0,8,99.151,22.25,60.0859,12.9231,121.305,25.939,0,0,1,460.224
2026-01-02T15:00:00,601.66,141.989,91.522,50.467,0,8,99.151,22.25,59.9189,13.6889,118.398,29.092,0,0,0,459.671
2026-01-02T15:15:00,649.631,136.162,74.905,61.257,0,8,99.151,22.25,59.8994,13.643,129.783,28.304,0,0,0,513.469
2026-01-02T15:30:00,620.164,128.93,80.43,48.5,0,8,99.151,22.25,59.9088,13.718,132.915,27.762,0,0,0,491.234
2026-01-02T15:45:00,613.672,53.987,48.866,5.121,0,8,99.151,22.25,59.8689,13.5562,146.945,28.308,0,0,0,559.685
2026-01-02T16:00:00,647.754,61.514,44.568,16.946,0,8,99.151,22.25,59.8368,13.5227,177.623,28.207,1,0,0,586.24
2026-01-02T16:15:00,639.802,141.047,44.342,96.705,0,8,99.151,22.25,59.8993,13.6694,130.734,28.951,0,0,0,498.755
2026-01-02T16:30:00,668.618,89.165,35.34,53.825,0,8,99.151,22.25,59.8467,13.5494,177.497,28.455,1,0,0,579.453
2026-01-02T16:45:00,614.604,108.066,20.806,87.259,0,8,99.151,22.25,59.9039,13.6871,136.027,27.589,0,0,0,506.538
2026-01-02T17:00:00,677.299,98.093,18.507,79.586,0,8,99.151,22.25,59.8241,13.5567,186.952,26.199,1,0,0,579.206
2026-01-02T17:15:00,696.856,82.777,10.191,72.586,0,8,99.151,22.25,59.8523,13.4959,188.533,26.35,1,0,0,614.079
2026-01-02T17:30:00,671.649,72.913,5.538,67.375,0,8,99.151,22.25,59.8412,13.5071,179.441,29.048,1,0,0,598.737
2026-01-02T17:45:00,670.912,81.885,1.246,80.639,0,8,99.151,22.25,59.8311,13.629,181.695,27.709,1,0,0,589.027
2026-01-02T18:00:00,692.431,88.774,0.0,88.774,0,8,99.151,22.25,59.8324,13.5549,187.633,25.305,1,0,0,603.656
2026-01-02T18:15:00,695.951,68.148,0.0,68.148,0,8,99.151,22.25,59.8392,13.4569,193.958,28.538,1,0,0,627.802
2026-01-02T18:30:00,707.59,67.583,0.0,67.583,0,8,99.151,22.25,59.8115,13.4991,192.354,27.899,1,0,0,640.007
2026-01-02T18:45:00,687.795,88.83,0.0,88.83,0,8,99.151,22.25,59.8139,13.5032,186.582,26.22,1,0,0,598.965
2026-01-02T19:00:00,631.33,85.612,0.0,85.612,0,8,99.151,22.25,59.8719,13.5312,179.921,27.445,1,0,0,545.718
2026-01-02T19:15:00,652.042,90.173,0.0,90.173,0,8,99.151,22.25,59.853,13.5546,183.138,27.553,1,0,0,561.869
2026-01-02T19:30:00,641.65,69.788,0.0,69.788,0,8,99.151,22.25,59.8646,13.4948,172.883,26.96,1,0,0,571.861
2026-01-02T19:45:00,672.444,120.188,0.0,120.188,0,8,99.151,22.25,59.8811,13.5858,174.159,26.893,1,0,0,552.256
2026-01-02T20:00:00,639.342,110.365,0.0,110.365,0,8,99.151,22.25,59.8807,13.5932,169.828,25.86,1,0,0,528.977
2026-01-02T20:15:00,643.871,74.492,0.0,74.492,0,8,99.151,22.25,59.8853,13.5214,181.568,26.658,1,0,0,569.379
2026-01-02T20:30:00,625.893,112.576,0.0,112.576,0,8,99.151,22.25,59.8941,13.6003,174.248,26.113,1,0,0,513.317
2026-01-02T20:45:00,615.181,70.54,0.0,70.54,0,8,99.151,22.25,59.861,13.5921,178.299,27.955,1,0,0,544.641
2026-01-02T21:00:00,607.144,78.588,0.0,78.588,0,8,99.151,22.25,59.8822,13.6052,167.7,28.105,1,0,0,528.555
2026-01-02T21:15:00,599.613,109.567,0.0,109.567,0,8,99.151,22.25,59.8833,13.7217,137.735,26.26,0,0,0,490.046
2026-01-02T21:30:00,590.967,53.757,0.0,53.757,0,8,99.151,22.25,59.8472,13.6133,145.861,30.076,0,0,0,537.209
2026-01-02T21:45:00,580.039,109.741,0.0,109.741,0,8,99.151,22.25,59.9355,13.7541,125.56,26.826,0,0,0,470.298
2026-01-02T22:00:00,618.532,86.816,0.0,86.816,0,8,99.151,22.25,59.7235,12.8602,137.362,28.045,0,1,1,531.717
2026-01-02T22:15:00,540.3,116.121,0.0,116.121,0,8,99.151,22.25,59.9618,13.7205,111.244,26.367,0,0,0,424.179
2026-01-02T22:30:00,553.966,116.811,0.0,116.811,0,8,99.151,22.25,59.9538,13.7169,119.205,27.459,0,0,0,437.155
2026-01-02T22:45:00,559.036,115.579,0.0,115.579,0,8,99.151,22.25,59.9897,13.815,126.84,28.873,0,0,0,443.457
2026-01-02T23:00:00,511.183,127.251,0.0,127.251,0,8,99.151,22.25,59.9905,13.8278,106.337,26.94,0,0,0,383.932
2026-01-02T23:15:00,537.572,113.872,0.0,113.872,0,8,99.151,22.25,59.9975,13.7188,115.231,29.201,0,0,0,423.7
2026-01-02T23:30:00,516.519,142.978,0.0,142.978,0,8,99.151,22.25,60.0007,13.8464,109.42,27.354,0,0,0,373.541
2026-01-02T23:45:00,517.35,96.408,0.0,96.408,0,8,99.151,22.25,59.9893,13.8138,112.193,26.248,0,0,0,420.942
2026-01-03T00:00:00,496.73,124.479,0.0,124.479,0,8,99.151,22.25,60.0196,13.7719,101.359,27.379,0,0,0,372.25
2026-01-03T00:15:00,452.052,92.611,0.0,92.611,0,8,99.151,22.25,60.0123,13.8491,110.974,26.672,0,0,0,359.441
2026-01-03T00:30:00,519.768,98.227,0.0,98.227,0,8,99.151,22.25,59.9789,13.805,107.88,27.274,0,0,0,421.541
2026-01-03T00:45:00,529.761,118.112,0.0,118.112,0,8,99.151,22.25,59.9511,13.7436,111.535,27.087,0,0,0,411.649
2026-01-03T01:00:00,496.666,148.553,0.0,148.553,0,8,99.151,22.25,60.0456,13.8528,101.759,27.623,0,0,0,348.113
2026-01-03T01:15:00,507.102,122.039,0.0,122.039,0,8,99.151,22.25,60.0194,13.7908,111.265,26.237,0,0,0,385.063
